satisfaction_level,last_evaluation,number_project,time_spend_company,left,promotion_last_5years,salary,work_accident,average_monthly_hours,department
0.39,0.55,2,3,1,0,0,0,159,9
0.44,0.51,2,3,1,0,1,0,145,8
0.81,0.88,5,5,1,0,2,0,242,8
0.74,0.87,5,5,1,0,2,0,242,8
0.44,0.56,2,3,1,0,2,0,145,8
0.41,0.56,2,3,1,1,2,0,154,8
0.4,0.51,2,3,1,0,1,0,139,8
0.46,0.57,2,3,1,0,1,0,152,8
0.8,0.83,2,3,1,0,1,0,211,8
0.87,0.9,5,5,1,0,1,0,258,8
0.39,0.54,2,3,1,0,1,0,155,8
0.38,0.55,2,3,1,0,1,0,148,8
0.66,0.67,2,3,1,0,1,0,255,9
0.1,0.8,6,4,1,0,1,0,264,9
0.37,0.54,2,3,1,0,1,0,132,9
0.1,0.77,6,4,1,0,1,0,255,4
0.09,0.87,5,4,1,0,1,0,263,0
0.86,0.84,5,5,1,0,1,0,222,0
0.11,0.9,6,4,1,0,1,0,263,0
0.37,0.46,2,3,1,0,1,0,157,0
0.11,0.92,7,4,1,0,1,0,307,0
0.77,0.98,5,6,1,0,1,0,259,6
0.84,0.94,5,6,1,0,1,0,222,6
0.1,0.84,7,4,1,0,1,0,250,6
0.83,0.9,5,5,1,0,1,0,245,6
0.11,0.79,6,4,1,0,1,0,292,0
0.86,0.92,5,5,1,0,1,0,252,1
0.38,0.56,2,3,1,0,2,0,161,1
0.11,0.88,5,4,1,0,2,0,250,1
0.45,0.49,2,3,1,0,2,0,134,1
0.1,0.85,7,4,1,0,2,0,279,1
0.09,0.95,7,4,1,0,2,0,256,5
0.39,0.53,2,3,1,0,2,0,127,7
0.37,0.47,2,3,1,0,2,1,138,2
0.81,0.97,5,5,1,0,2,0,243,8
0.09,0.9,7,4,1,0,2,0,296,9
0.1,0.88,7,4,1,0,2,0,267,4
0.39,0.49,2,3,1,0,2,0,144,5
0.83,0.95,4,5,1,0,2,0,251,5
0.45,0.57,2,3,1,0,0,0,148,5
0.43,0.51,2,3,1,0,1,0,141,7
0.8,0.75,3,2,1,0,2,0,268,7
0.1,0.86,6,4,1,0,2,0,247,7
0.1,0.55,2,4,1,0,2,0,247,7
0.36,0.52,2,3,1,0,2,0,146,7
0.38,0.5,2,3,1,0,1,0,140,7
0.78,0.98,5,6,1,0,1,0,263,7
0.44,0.49,2,3,1,0,1,0,145,7
0.41,0.46,2,3,1,0,1,1,156,7
0.72,0.85,5,6,1,0,1,0,244,7
0.46,0.54,2,3,1,0,1,0,144,7
0.1,0.9,7,4,1,0,1,0,286,7
0.34,0.67,4,2,1,0,1,0,141,7
0.11,0.89,6,5,1,0,1,0,260,7
0.38,0.56,2,3,1,0,1,0,154,7
0.82,0.92,5,5,1,0,1,0,225,7
0.39,0.57,2,3,1,0,1,0,127,7
0.44,0.53,2,3,1,0,1,0,140,7
0.43,0.52,2,3,1,0,1,0,147,7
0.84,0.83,4,5,1,0,1,0,227,2
0.43,0.48,2,3,1,0,1,0,153,2
0.37,0.52,2,3,1,0,1,0,128,2
0.74,0.97,4,5,1,0,1,0,228,3
0.73,0.97,5,5,1,0,1,0,235,3
0.37,0.47,2,3,1,0,1,0,148,3
0.58,0.62,4,3,1,0,1,0,238,3
0.4,0.54,2,3,1,0,2,0,141,9
0.51,0.83,5,4,1,0,2,0,249,9
0.46,0.5,2,3,1,0,2,0,151,9
0.45,0.54,2,3,1,0,2,0,129,9
0.46,0.5,2,3,1,0,2,0,156,9
0.39,0.45,2,3,1,0,2,0,134,9
0.09,0.88,6,4,1,0,2,0,269,9
0.09,0.77,6,4,1,0,2,0,290,9
0.37,0.51,2,3,1,0,2,0,132,9
0.1,0.89,7,4,1,0,2,0,308,9
0.77,1.0,4,5,1,0,2,0,232,9
0.79,0.86,5,5,1,0,2,0,235,8
0.43,0.55,2,3,1,0,0,0,130,8
0.38,0.53,2,3,1,0,1,0,146,8
0.77,0.91,5,6,1,0,2,0,221,8
0.44,0.5,2,3,1,0,2,0,130,8
0.39,0.46,2,3,1,0,2,0,136,8
0.78,0.89,5,6,1,0,2,0,274,8
0.1,0.79,6,5,1,0,1,0,256,8
0.1,0.77,5,4,1,0,1,0,276,8
0.75,0.85,5,5,1,0,1,0,267,8
0.46,0.62,6,3,1,0,1,0,213,8
0.91,0.97,4,6,1,0,1,0,274,9
0.1,0.92,6,4,1,0,1,0,258,9
0.72,0.6,3,5,1,0,1,0,153,9
0.11,0.95,6,4,1,0,1,0,245,4
0.11,0.94,6,4,1,0,1,0,264,0
0.46,0.57,2,3,1,0,1,0,154,0
0.37,0.46,2,3,1,0,1,0,149,0
0.46,0.5,2,3,1,0,1,0,157,0
0.43,0.57,2,3,1,0,1,0,127,0
0.11,0.82,6,4,1,0,1,0,270,6
0.73,0.89,5,6,1,0,1,0,236,6
0.43,0.47,2,3,1,0,1,0,158,6
0.86,1.0,5,5,1,0,1,0,229,6
0.1,0.83,6,4,1,0,1,0,269,0
0.4,0.49,2,3,1,0,1,0,128,7
0.11,0.87,7,4,1,0,1,0,278,7
0.86,0.98,3,5,1,0,1,0,158,7
0.42,1.0,3,3,1,0,2,0,202,7
0.79,0.84,4,5,1,0,2,0,240,7
0.1,0.96,7,4,1,0,2,0,255,5
0.09,0.92,7,4,1,0,2,0,254,7
0.09,0.82,6,4,1,0,2,0,257,2
0.87,1.0,4,5,1,0,2,0,228,8
0.36,0.49,2,3,1,0,2,0,145,9
0.42,0.75,3,4,1,0,2,0,218,4
0.84,0.86,5,5,1,0,2,0,268,5
0.1,0.83,6,4,1,0,2,0,278,5
0.78,0.71,3,5,1,0,2,0,249,5
0.35,0.99,3,4,1,0,2,0,236,7
0.1,0.81,7,4,1,0,0,0,291,7
0.11,0.8,6,4,1,0,1,0,306,7
0.43,0.48,2,3,1,0,2,0,135,7
0.38,0.45,2,3,1,0,2,0,156,7
0.46,0.54,2,3,1,0,2,0,143,7
0.89,0.82,4,5,1,0,2,0,243,7
0.45,0.5,2,3,1,0,1,0,147,7
0.44,0.53,2,3,1,0,1,0,159,7
0.74,0.54,5,3,1,0,1,0,216,7
0.45,0.54,2,3,1,0,1,0,152,7
0.79,0.93,4,5,1,0,1,0,226,7
0.79,0.91,5,5,1,0,1,0,271,7
0.11,0.87,6,4,1,0,1,0,255,7
0.42,0.48,2,3,1,0,1,0,140,7
0.64,0.9,6,2,1,0,1,0,252,7
0.4,0.55,2,3,1,0,1,0,159,7
0.84,0.98,5,5,1,0,1,0,270,7
0.73,0.92,5,5,1,0,1,0,232,7
0.4,0.51,2,3,1,0,1,0,144,2
0.36,0.45,2,3,1,0,1,0,127,2
0.43,0.47,2,3,1,0,1,0,131,2
0.11,0.78,6,4,1,0,1,0,243,3
0.91,1.0,5,6,1,0,1,0,244,3
0.8,1.0,5,5,1,0,1,0,260,3
0.42,0.49,2,3,1,0,1,0,139,3
0.31,0.87,4,3,1,0,1,0,184,9
0.44,0.47,2,3,1,0,1,0,130,9
0.38,0.54,2,3,1,0,2,0,135,9
0.45,0.56,2,3,1,0,2,0,146,9
0.43,0.46,2,3,1,0,2,0,149,9
0.45,0.46,2,3,1,0,2,1,153,9
0.43,0.57,2,3,1,0,2,0,160,9
0.43,0.49,2,3,1,0,2,0,160,9
0.09,0.83,6,4,1,0,2,0,282,9
0.43,0.47,2,3,1,0,2,0,128,9
0.79,0.94,4,5,1,0,2,0,232,9
0.85,0.58,3,2,1,0,2,0,226,8
0.38,0.45,2,3,1,0,2,0,129,8
0.11,0.92,7,4,1,0,2,0,255,8
0.83,0.99,5,5,1,0,0,0,258,8
0.81,0.91,4,5,1,0,1,0,229,8
0.42,0.56,2,3,1,0,2,0,143,8
0.11,0.87,6,4,1,0,2,0,257,8
0.11,0.85,7,4,1,0,2,0,275,8
0.1,0.89,7,4,1,0,2,0,291,8
0.5,0.54,5,4,1,0,1,0,153,8
0.44,0.49,2,3,1,0,1,0,154,8
0.11,0.9,6,4,1,0,1,0,301,9
0.39,0.52,2,3,1,0,1,0,134,9
0.11,0.78,6,4,1,0,1,0,245,9
0.36,0.5,2,3,1,0,1,0,132,4
0.43,0.51,2,3,1,0,1,0,130,0
0.4,0.5,2,3,1,0,1,0,127,0
0.86,0.84,4,6,1,0,1,0,246,0
0.38,0.49,2,3,1,0,1,0,145,0
0.46,0.45,2,3,1,1,1,0,138,0
0.37,0.57,2,3,1,0,1,0,129,6
0.43,0.52,2,3,1,0,1,0,150,6
0.66,0.93,5,5,1,0,1,0,253,6
0.37,0.48,2,3,1,0,1,0,160,6
0.77,0.92,5,5,1,0,1,0,235,0
0.38,0.55,2,3,1,0,1,0,151,7
0.39,0.54,2,3,1,0,1,0,127,7
0.41,0.55,2,3,1,0,1,0,151,7
0.1,0.9,7,4,1,0,1,0,290,7
0.09,0.93,6,4,1,0,1,0,249,7
0.41,0.47,2,3,1,0,2,0,131,5
0.39,0.46,2,3,1,0,2,0,159,7
0.83,0.99,4,5,1,0,2,0,223,2
0.09,0.87,3,2,1,0,2,0,214,8
0.75,0.81,5,5,1,0,2,0,227,9
0.44,0.54,2,3,1,0,2,0,127,4
0.1,0.84,6,5,1,0,2,0,293,5
0.42,0.46,2,3,1,0,2,0,141,5
0.1,0.83,6,4,1,0,2,0,300,5
0.1,0.86,6,4,1,0,2,0,309,7
0.31,0.77,4,3,1,0,2,0,149,7
0.42,0.54,2,3,1,0,2,0,159,7
0.38,0.5,2,3,1,0,0,0,152,7
0.39,0.57,2,3,1,0,1,0,158,7
0.1,0.97,6,5,1,0,2,0,254,7
0.11,0.93,6,4,1,0,2,0,294,7
0.1,0.92,7,4,1,0,2,0,269,7
0.11,0.9,7,4,1,0,2,0,247,7
0.44,0.65,3,4,1,0,1,0,271,7
0.91,0.96,4,5,1,0,1,0,232,7
0.72,1.0,4,5,1,0,1,0,245,7
0.36,0.46,2,3,1,0,1,0,132,7
0.44,0.57,2,3,1,0,1,0,131,7
0.85,0.99,5,5,1,0,1,0,248,7
0.78,0.93,5,5,1,0,1,0,225,7
0.39,0.46,2,3,1,0,1,0,156,7
0.78,0.81,3,2,1,0,1,0,222,7
0.1,0.92,6,4,1,0,1,1,243,7
0.23,0.99,4,4,1,0,1,1,204,2
0.11,0.87,6,4,1,0,1,0,301,2
0.9,0.83,5,5,1,0,1,0,259,2
0.91,0.89,4,5,1,0,1,0,247,3
0.11,0.79,7,4,1,0,1,0,295,3
0.43,0.54,2,3,1,0,1,0,150,3
0.45,0.49,2,3,1,0,1,0,151,3
0.11,0.91,5,4,1,0,1,0,291,9
0.11,0.93,6,4,1,0,1,1,253,9
0.43,0.5,2,3,1,0,1,0,161,9
0.91,0.97,4,6,1,0,1,0,251,9
0.43,0.55,2,3,1,0,2,0,153,9
0.85,0.82,5,6,1,0,2,0,264,9
0.1,0.77,6,4,1,0,2,0,310,9
0.81,0.95,5,5,1,0,2,0,266,9
0.36,0.62,4,2,1,0,2,0,237,9
0.45,0.54,2,3,1,0,2,0,138,9
0.86,1.0,5,5,1,0,2,0,227,9
0.71,1.0,4,5,1,0,2,0,300,8
0.11,0.97,7,4,1,0,2,0,310,8
0.84,0.93,5,5,1,0,2,0,236,8
0.09,0.97,7,4,1,0,2,0,288,8
0.38,0.49,2,3,1,0,2,0,127,8
0.15,0.55,6,4,1,0,0,0,139,8
0.1,0.92,7,4,1,0,1,1,253,8
0.8,0.97,4,5,1,0,2,1,218,8
0.84,0.97,5,5,1,0,2,0,251,8
0.11,0.87,6,4,1,0,2,0,264,8
0.89,0.79,3,2,1,0,2,0,149,8
0.45,0.51,2,3,1,0,1,0,138,9
0.11,0.93,7,4,1,0,1,0,284,9
0.74,0.93,5,5,1,0,1,0,244,9
0.41,0.5,2,3,1,0,1,0,128,4
0.44,0.53,2,3,1,0,1,0,154,0
0.37,0.56,2,3,1,0,1,0,138,0
0.11,0.86,6,4,1,0,1,0,308,0
0.1,0.93,6,4,1,0,1,0,269,0
0.7,0.74,6,3,1,0,1,0,136,0
0.59,1.0,2,5,1,0,1,0,160,6
0.38,0.53,2,3,1,0,1,0,138,6
0.72,0.95,4,5,1,0,1,0,220,6
0.73,1.0,5,5,1,0,1,0,274,6
0.39,0.48,2,3,1,0,1,0,161,0
0.89,0.82,5,6,1,0,1,0,224,1
0.89,1.0,4,5,1,0,1,0,260,1
0.11,0.78,6,4,1,0,1,1,300,1
0.43,0.56,2,3,1,0,1,0,133,1
0.09,0.93,6,4,1,0,1,0,308,1
0.81,0.9,5,6,1,0,1,0,238,5
0.37,0.53,2,3,1,0,1,0,126,7
0.36,0.56,2,3,1,0,2,0,138,2
0.11,0.85,6,4,1,0,2,0,299,8
0.1,0.85,6,4,1,0,2,0,254,9
0.66,0.47,7,2,1,0,2,0,156,4
0.39,0.47,2,3,1,0,2,0,152,5
0.44,0.51,2,3,1,0,2,0,146,5
0.1,0.84,6,4,1,0,2,0,253,5
0.79,0.94,5,6,1,0,2,0,227,7
0.1,0.81,6,4,1,0,2,1,301,7
0.54,0.94,6,3,1,0,2,0,294,7
0.37,0.47,2,3,1,0,2,0,151,7
0.37,0.57,2,3,1,0,2,0,128,7
0.82,0.89,5,5,1,0,0,0,217,7
0.45,0.52,2,3,1,0,1,0,160,7
0.79,0.9,5,5,1,0,2,0,263,7
0.42,0.56,2,3,1,0,2,0,156,7
0.1,0.85,6,4,1,0,2,0,273,7
0.11,0.78,6,4,1,0,2,0,303,7
0.74,1.0,4,5,1,0,1,0,253,7
0.1,0.93,6,4,1,0,1,0,270,7
0.79,1.0,4,5,1,0,1,0,218,7
0.43,0.48,2,3,1,0,1,0,144,7
0.41,0.47,2,3,1,0,1,0,154,7
0.39,0.55,2,3,1,0,1,0,146,7
0.1,0.94,6,4,1,0,1,0,260,7
0.82,0.85,5,5,1,0,1,0,218,7
0.42,0.56,2,3,1,0,1,0,128,2
0.74,0.88,4,6,1,0,1,0,248,2
0.38,0.57,2,3,1,0,1,1,152,3
0.39,0.56,2,3,1,0,1,0,126,3
0.87,0.94,4,5,1,0,1,0,260,3
0.1,0.9,5,4,1,0,1,0,263,3
0.78,1.0,5,5,1,0,1,0,220,9
0.14,0.73,7,5,1,0,1,0,282,9
0.11,0.94,6,5,1,0,1,0,277,9
0.91,0.94,5,5,1,0,1,0,257,9
0.49,0.63,6,3,1,0,1,0,265,9
0.38,0.47,2,3,1,0,1,0,143,9
0.82,0.97,5,5,1,0,2,0,263,9
0.38,0.88,3,4,1,0,2,0,154,9
0.89,1.0,5,5,1,0,2,0,253,9
0.11,0.79,6,4,1,0,2,0,294,9
0.37,0.51,2,3,1,0,2,0,128,9
0.38,0.5,2,3,1,0,2,0,153,8
0.78,0.87,5,5,1,0,2,0,256,8
0.41,0.51,2,3,1,0,2,0,127,8
0.41,0.51,2,3,1,0,2,0,137,8
0.11,0.83,6,4,1,0,2,0,295,8
0.11,0.79,6,4,1,0,2,0,281,8
0.43,0.57,2,3,1,0,2,1,131,8
0.75,0.86,5,5,1,0,0,0,237,8
0.74,0.99,4,5,1,0,1,0,276,8
0.85,0.85,5,5,1,0,2,0,267,8
0.73,0.92,5,5,1,0,2,0,266,8
0.1,0.79,6,4,1,0,2,0,294,9
0.44,0.56,2,3,1,0,2,0,134,9
0.3,0.56,3,4,1,0,1,1,309,9
0.11,0.77,7,4,1,0,1,0,273,4
0.84,0.83,5,5,1,0,1,0,238,0
0.78,0.94,5,6,1,0,1,0,271,0
0.43,0.53,2,3,1,0,1,0,145,0
0.36,0.55,2,3,1,0,1,0,152,0
0.43,0.47,2,3,1,0,1,0,128,0
0.45,0.46,2,3,1,0,1,0,142,6
0.76,0.93,5,5,1,0,1,0,238,6
0.1,0.78,7,4,1,0,1,0,286,6
0.09,0.86,6,4,1,0,1,0,291,6
0.92,1.0,5,5,1,0,1,0,259,0
0.92,0.9,5,5,1,0,1,0,248,7
0.79,0.98,4,5,1,0,1,0,271,7
0.43,0.51,2,3,1,0,1,0,140,7
0.8,0.95,4,5,1,0,1,0,274,7
0.44,0.49,2,3,1,0,1,1,127,7
0.89,0.87,5,6,1,0,1,0,275,5
0.48,0.88,3,3,1,0,1,0,239,7
0.11,0.82,6,4,1,0,1,1,304,2
0.38,0.55,2,3,1,0,1,0,145,8
0.11,0.85,6,4,1,0,2,0,259,9
0.82,0.86,4,5,1,0,2,0,264,4
0.37,0.45,2,3,1,0,2,0,160,5
0.4,0.48,2,3,1,0,2,0,138,5
0.43,0.47,2,3,1,0,2,0,137,5
0.44,0.5,2,3,1,0,2,0,156,7
0.42,0.56,2,3,1,0,2,0,147,7
0.11,0.8,7,4,1,0,2,0,243,7
0.78,0.87,4,5,1,0,2,0,236,7
0.46,0.86,2,4,1,0,2,0,212,7
0.77,0.91,5,6,1,0,2,0,261,7
0.83,0.82,4,5,1,0,2,0,243,7
0.32,0.58,5,5,1,0,0,0,271,7
0.9,0.92,5,4,1,0,1,0,154,7
0.42,0.52,2,3,1,0,2,0,151,7
0.1,0.96,6,4,1,0,2,1,254,7
0.1,0.91,6,4,1,0,2,0,285,7
0.44,0.49,2,3,1,0,2,0,130,7
0.1,0.95,7,4,1,0,1,0,301,7
0.11,0.8,6,4,1,0,1,0,286,7
0.1,0.89,6,4,1,0,1,0,246,7
0.39,0.47,2,3,1,0,1,0,135,7
0.92,0.92,4,5,1,0,1,0,245,7
0.43,0.56,2,3,1,0,1,0,136,7
0.11,0.89,6,4,1,0,1,0,301,2
0.81,1.0,5,5,1,0,1,0,235,2
0.11,0.85,7,4,1,0,1,0,272,2
0.87,1.0,5,5,1,0,1,0,274,3
0.37,0.46,2,3,1,0,1,0,131,3
0.39,0.56,2,3,1,0,1,0,135,3
0.61,0.86,4,4,1,0,1,0,196,3
0.11,0.95,6,4,1,0,1,0,285,9
0.09,0.9,7,5,1,0,1,0,289,9
0.36,0.52,2,3,1,0,1,0,157,9
0.09,0.94,6,4,1,0,1,0,308,9
0.41,0.71,4,5,1,0,1,0,301,9
0.4,0.46,2,3,1,0,1,0,131,9
0.1,0.91,6,5,1,0,1,1,262,9
0.46,0.53,2,3,1,0,1,1,143,9
0.39,0.57,2,3,1,0,2,0,133,9
0.41,0.5,2,3,1,0,2,0,153,9
0.1,0.94,7,4,1,0,2,0,281,9
0.39,0.51,2,3,1,0,2,0,132,8
0.73,0.83,5,5,1,0,2,1,270,8
0.41,0.45,2,3,1,0,2,0,150,8
0.37,0.51,2,3,1,0,2,0,140,8
0.38,0.5,2,3,1,0,2,1,150,8
0.8,0.63,5,5,1,0,2,0,180,8
0.09,0.85,5,4,1,0,2,0,281,8
0.85,0.92,4,5,1,0,2,0,275,8
0.42,0.54,2,3,1,0,2,0,130,8
0.41,0.48,2,3,1,0,0,0,130,8
0.38,0.46,2,3,1,0,1,0,147,8
0.72,1.0,5,5,1,0,2,0,264,9
0.11,0.74,6,5,1,0,2,0,290,9
0.37,0.47,2,3,1,0,2,0,150,9
0.1,0.81,6,4,1,0,2,0,304,4
0.36,0.54,2,3,1,0,1,0,136,0
0.92,0.94,5,5,1,0,1,0,307,0
0.11,0.87,5,4,1,0,1,0,303,0
0.39,0.56,2,3,1,0,1,0,156,0
0.11,0.95,6,4,1,0,1,0,271,0
0.45,0.45,2,3,1,0,1,0,140,6
0.44,0.55,2,3,1,0,1,1,130,6
0.85,0.97,4,6,1,0,1,0,266,6
0.43,0.52,2,3,1,0,1,0,139,6
0.75,0.86,5,5,1,0,1,0,260,0
0.11,0.55,2,3,1,0,1,1,137,1
0.36,0.5,2,3,1,0,1,0,158,1
0.1,0.79,6,4,1,0,1,0,249,1
0.74,0.89,5,5,1,0,1,0,259,1
0.4,0.46,2,3,1,0,1,0,144,1
0.09,0.77,6,4,1,0,1,0,244,5
0.76,0.91,4,5,1,0,1,0,219,7
0.45,0.57,2,3,1,0,1,0,151,2
0.84,0.88,4,5,1,0,1,0,269,8
0.38,0.45,2,3,1,0,1,0,127,9
0.38,0.46,2,3,1,0,1,0,144,4
0.38,0.54,2,3,1,0,2,0,157,5
0.86,0.94,5,5,1,0,2,0,224,5
0.37,0.46,2,3,1,0,2,0,155,5
0.37,0.5,2,3,1,0,2,0,131,7
0.87,1.0,4,5,1,1,2,1,258,7
0.11,0.85,6,4,1,0,2,0,267,7
0.42,0.5,2,3,1,0,2,0,141,7
0.43,0.48,2,3,1,0,2,0,160,7
0.09,0.8,6,4,1,0,2,0,247,7
0.54,0.56,4,3,1,0,2,0,260,7
0.4,0.47,2,3,1,0,2,0,151,7
0.36,0.52,2,3,1,0,2,1,137,7
0.87,0.9,4,5,1,0,0,0,256,7
0.75,0.88,4,5,1,0,1,0,239,7
0.43,0.53,2,3,1,0,2,0,152,7
0.43,0.47,2,3,1,0,2,0,149,7
0.1,0.87,6,4,1,0,2,0,284,7
0.11,0.78,7,4,1,0,2,0,248,7
0.44,0.53,2,3,1,0,1,0,156,7
0.39,0.48,2,3,1,0,1,0,138,7
0.4,0.55,2,3,1,0,1,0,155,7
0.92,0.87,4,6,1,0,1,0,229,7
0.36,0.47,2,3,1,0,1,0,136,2
0.86,0.95,4,5,1,0,1,0,241,2
0.74,0.87,5,5,1,0,1,0,258,2
0.8,0.95,3,5,1,0,1,0,146,3
0.36,0.48,2,3,1,0,1,0,145,3
0.42,0.57,2,3,1,0,1,0,159,3
0.42,0.47,2,3,1,0,1,0,129,3
0.4,0.45,2,3,1,0,1,0,142,9
0.46,0.53,2,3,1,0,1,0,129,9
0.09,0.9,6,4,1,0,1,0,287,9
0.88,0.89,4,5,1,0,1,0,275,9
0.1,0.82,6,4,1,0,1,0,272,9
0.1,0.97,6,4,1,0,1,0,307,9
0.11,0.93,4,3,1,0,1,0,295,9
0.84,0.88,5,5,1,0,1,0,237,9
0.42,0.56,2,3,1,0,1,0,158,9
0.1,0.86,6,4,1,0,1,1,266,9
0.1,0.95,6,4,1,0,2,0,256,9
0.46,0.54,2,3,1,0,2,0,158,8
0.09,0.97,7,4,1,0,2,0,268,8
0.89,1.0,4,5,1,0,2,0,237,8
0.82,1.0,4,6,1,0,2,0,273,8
0.11,0.89,6,4,1,0,2,0,309,8
0.81,0.84,5,5,1,0,2,0,258,8
0.81,0.94,5,6,1,0,2,0,233,8
0.77,1.0,4,6,1,0,2,0,249,8
0.63,0.94,3,2,1,0,2,0,179,8
0.4,0.57,2,3,1,0,2,0,128,8
0.86,1.0,4,6,1,0,2,0,250,8
0.37,0.49,2,3,1,0,0,0,151,9
0.44,0.5,2,3,1,0,1,0,132,9
0.74,0.89,5,6,1,0,2,0,232,9
0.79,1.0,4,5,1,0,2,1,229,4
0.09,0.92,6,4,1,0,2,0,261,0
0.37,0.48,2,3,1,0,2,0,129,0
0.09,0.78,6,4,1,0,1,0,244,0
0.09,0.84,6,4,1,0,1,0,258,0
0.1,0.8,7,5,1,0,1,0,292,0
0.45,0.56,2,3,1,0,1,0,143,6
0.4,0.51,2,3,1,0,1,0,136,6
0.31,0.95,6,5,1,0,1,0,235,6
0.7,0.93,2,3,1,0,1,0,310,6
0.36,0.48,2,3,1,0,1,0,152,0
0.34,0.97,6,5,1,0,1,1,157,1
0.87,0.83,5,5,1,0,1,0,267,1
0.11,0.91,6,4,1,0,1,0,302,1
0.47,0.81,4,3,1,0,1,0,133,1
0.43,0.52,2,3,1,0,1,0,142,1
0.43,0.47,2,3,1,0,1,0,129,5
0.45,0.57,2,3,1,0,1,0,136,7
0.74,1.0,5,5,1,0,1,0,223,2
0.1,0.89,6,4,1,0,1,1,244,8
0.78,0.87,5,5,1,0,1,0,243,9
0.9,0.95,5,3,1,0,1,0,275,4
0.53,0.95,6,4,1,0,1,0,205,5
0.45,0.54,2,3,1,0,1,0,154,5
0.86,0.83,4,5,1,0,2,0,270,5
0.74,0.89,4,5,1,0,2,0,267,7
0.09,0.79,6,4,1,0,2,0,276,7
0.8,0.95,5,5,1,0,2,0,244,7
0.46,0.53,2,3,1,0,2,0,128,7
0.86,0.95,5,6,1,0,2,0,269,7
0.86,0.95,4,5,1,0,2,0,238,7
0.9,0.91,4,5,1,0,2,0,269,7
0.87,0.88,5,6,1,0,2,0,231,7
0.83,0.94,4,5,1,0,2,0,267,7
0.77,0.83,4,5,1,0,2,0,245,7
0.77,1.0,4,5,1,0,2,0,272,7
0.9,0.86,5,5,1,0,0,0,254,7
0.73,0.92,4,5,1,0,1,0,273,7
0.91,0.9,4,5,1,0,2,0,250,7
0.36,0.53,2,3,1,0,2,0,133,7
0.38,0.54,2,3,1,0,2,0,150,7
0.44,0.46,2,3,1,0,2,0,157,7
0.73,1.0,5,5,1,0,1,0,230,7
0.89,0.91,5,5,1,0,1,0,260,7
0.11,0.77,6,4,1,0,1,0,275,2
0.1,0.77,7,4,1,0,1,0,308,2
0.37,0.46,2,3,1,0,1,0,129,2
0.38,0.48,2,3,1,0,1,0,134,3
0.42,0.48,2,3,1,0,1,0,132,3
0.44,0.46,2,3,1,0,1,0,153,3
0.11,0.83,6,4,1,0,1,0,262,3
0.09,0.97,7,4,1,0,1,0,262,9
0.43,0.47,2,3,1,0,1,0,130,9
0.38,0.52,2,3,1,0,1,0,156,9
0.11,0.89,6,4,1,0,1,0,254,9
0.37,0.49,2,3,1,0,1,0,130,9
0.44,0.57,2,3,1,0,1,0,139,9
0.72,0.82,5,5,1,0,1,0,269,9
0.1,0.91,7,4,1,0,1,0,297,9
0.73,0.86,5,5,1,0,1,0,249,9
0.09,0.82,7,4,1,0,1,0,267,9
0.44,0.46,2,3,1,0,1,0,149,9
0.09,0.82,6,4,1,0,1,0,251,8
0.1,0.87,6,4,1,0,2,0,306,8
0.11,0.86,6,4,1,0,2,0,279,8
0.42,0.46,2,3,1,0,2,0,131,8
0.09,0.85,6,4,1,0,2,0,260,8
0.72,0.88,5,5,1,0,2,0,249,8
0.75,0.97,4,5,1,0,2,0,245,8
0.44,0.5,2,3,1,0,2,0,138,8
0.11,0.91,6,4,1,0,2,0,278,8
0.38,0.47,2,3,1,0,2,0,147,8
0.39,0.57,2,3,1,0,2,0,131,8
0.1,0.9,7,4,1,0,2,0,301,9
0.43,0.52,2,3,1,0,2,0,141,9
0.39,0.57,2,3,1,0,0,0,158,9
0.88,0.87,4,6,1,0,1,0,235,4
0.1,0.85,7,4,1,0,2,0,261,0
0.1,0.89,5,4,1,0,2,0,270,0
0.11,0.93,6,4,1,0,2,0,290,0
0.37,0.47,2,3,1,0,2,0,149,0
0.37,0.48,2,3,1,0,1,0,160,0
0.77,0.87,4,4,1,0,1,0,150,6
0.91,0.94,5,6,1,0,1,0,218,6
0.46,0.51,2,3,1,0,1,0,155,6
0.11,0.87,6,4,1,0,1,0,291,6
0.86,0.91,5,5,1,0,1,0,265,0
0.87,0.88,5,6,1,0,1,0,262,7
0.09,0.92,6,5,1,0,1,0,303,7
0.42,0.46,2,3,1,0,1,0,132,7
0.82,0.83,4,5,1,0,1,1,245,7
0.46,0.48,2,3,1,0,1,0,129,7
0.88,1.0,5,6,1,0,1,0,226,5
0.1,0.91,6,4,1,0,1,0,286,5
0.43,0.45,2,3,1,0,1,0,140,7
0.37,0.49,2,3,1,0,1,0,153,2
0.8,0.95,5,5,1,0,1,0,217,8
0.83,0.95,5,5,1,0,1,0,258,9
0.39,0.57,2,3,1,0,1,0,156,4
0.77,0.92,5,5,1,0,1,0,255,5
0.43,0.46,2,3,1,0,1,0,129,5
0.79,0.96,4,5,1,0,1,0,234,5
0.39,0.55,2,3,1,0,2,1,152,7
0.1,0.88,7,4,1,0,2,0,300,7
0.39,0.53,2,3,1,0,2,0,131,7
0.11,0.89,6,4,1,0,2,0,301,7
0.4,0.51,2,3,1,0,2,0,156,7
0.42,0.52,2,3,1,0,2,1,141,7
0.57,0.85,4,2,1,0,2,1,219,7
0.11,0.95,7,5,1,0,2,0,269,7
0.36,0.73,4,2,1,0,2,0,276,7
